source_pdf_file,target_year,table_year,status,indicator_is,indicator_en,unit,value_type,value
spa_2012_mars_vor.pdf,2012,2011,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,7.1
spa_2012_mars_vor.pdf,2012,2012,prediction,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,4.1
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,0.1
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,0.9
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,0.0
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,1.5
spa_2012_mars_vor.pdf,2012,2010,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2011,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2012,prediction,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2013,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2014,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2015,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2016,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_mars_vor.pdf,2012,2010,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Vísitala neysluverðs,Consumer price index,,percent,4.0
spa_2012_mars_vor.pdf,2012,2012,prediction,Vísitala neysluverðs,Consumer price index,,percent,4.8
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,3.4
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.5
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.5
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.5
spa_2012_mars_vor.pdf,2012,2010,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Gengisvísitala,Exchange rate index,,percent,0.1
spa_2012_mars_vor.pdf,2012,2012,prediction,Gengisvísitala,Exchange rate index,,percent,2.8
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.4
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.3
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.4
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.2
spa_2012_mars_vor.pdf,2012,2010,historical,Raungengi,Real exchange rate,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Raungengi,Real exchange rate,,percent,0.9
spa_2012_mars_vor.pdf,2012,2012,prediction,Raungengi,Real exchange rate,,percent,0.7
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Raungengi,Real exchange rate,,percent,0.7
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Raungengi,Real exchange rate,,percent,0.8
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Raungengi,Real exchange rate,,percent,0.6
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Raungengi,Real exchange rate,,percent,0.2
spa_2012_mars_vor.pdf,2012,2010,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2012,prediction,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_mars_vor.pdf,2012,2010,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2012,prediction,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_mars_vor.pdf,2012,2010,historical,Alþjóðleg verðbólga,World CPI inflation,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Alþjóðleg verðbólga,World CPI inflation,,percent,2.7
spa_2012_mars_vor.pdf,2012,2012,prediction,Alþjóðleg verðbólga,World CPI inflation,,percent,2.9
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Alþjóðleg verðbólga,World CPI inflation,,percent,2.3
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Alþjóðleg verðbólga,World CPI inflation,,percent,2.0
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Alþjóðleg verðbólga,World CPI inflation,,percent,2.4
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Alþjóðleg verðbólga,World CPI inflation,,percent,2.5
spa_2012_mars_vor.pdf,2012,2010,historical,Verð útflutts áls,Export price of aluminum,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Verð útflutts áls,Export price of aluminum,,percent,13.6
spa_2012_mars_vor.pdf,2012,2012,prediction,Verð útflutts áls,Export price of aluminum,,percent,11.5
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Verð útflutts áls,Export price of aluminum,,percent,5.1
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Verð útflutts áls,Export price of aluminum,,percent,2.4
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Verð útflutts áls,Export price of aluminum,,percent,3.5
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Verð útflutts áls,Export price of aluminum,,percent,2.6
spa_2012_mars_vor.pdf,2012,2010,historical,Olíuverð,Oil price,,percent,
spa_2012_mars_vor.pdf,2012,2011,historical,Olíuverð,Oil price,,percent,31.6
spa_2012_mars_vor.pdf,2012,2012,prediction,Olíuverð,Oil price,,percent,1.6
spa_2012_mars_vor.pdf,2012,2013,extrapolation,Olíuverð,Oil price,,percent,1.2
spa_2012_mars_vor.pdf,2012,2014,extrapolation,Olíuverð,Oil price,,percent,2.0
spa_2012_mars_vor.pdf,2012,2015,extrapolation,Olíuverð,Oil price,,percent,2.7
spa_2012_mars_vor.pdf,2012,2016,extrapolation,Olíuverð,Oil price,,percent,2.7
spa_2012_november_vetur.pdf,2012,2011,historical,Einkaneysla,Private final consumption,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Einkaneysla,Private final consumption,,percent,2.7
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Einkaneysla,Private final consumption,,percent,2.5
spa_2012_november_vetur.pdf,2012,2011,historical,Samneysla,Government final consumption,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Samneysla,Government final consumption,,percent,0.9
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Samneysla,Government final consumption,,percent,0.3
spa_2012_november_vetur.pdf,2012,2011,historical,Fjármunamyndun,Gross fixed capital formation,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Fjármunamyndun,Gross fixed capital formation,,percent,12.8
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,4.3
spa_2012_november_vetur.pdf,2012,2011,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Atvinnuvegafjárfesting,Business investment,,percent,25.1
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,0.4
spa_2012_november_vetur.pdf,2012,2011,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,8.6
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,8.2
spa_2012_november_vetur.pdf,2012,2011,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Fjárfesting hins opinbera,Public investment,,percent,19.3
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,4.4
spa_2012_november_vetur.pdf,2012,2011,historical,Þjóðarútgjöld alls,National final expenditure,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Þjóðarútgjöld alls,National final expenditure,,percent,3.8
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,2.0
spa_2012_november_vetur.pdf,2012,2011,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,4.1
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,3.0
spa_2012_november_vetur.pdf,2012,2011,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2012_november_vetur.pdf,2012,2011,historical,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Verg landsframleiðsla,Gross domestic product,,percent,2.6
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,2.5
spa_2012_november_vetur.pdf,2012,2011,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2012_november_vetur.pdf,2012,2011,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),% af VLF,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),% af VLF,percent,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),% af VLF,percent,
spa_2012_november_vetur.pdf,2012,2011,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_november_vetur.pdf,2012,2012,prediction,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2012_november_vetur.pdf,2012,2011,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Vísitala neysluverðs,Consumer price index,,percent,4.0
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,4.1
spa_2012_november_vetur.pdf,2012,2011,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Gengisvísitala,Exchange rate index,,percent,0.1
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Gengisvísitala,Exchange rate index,,percent,1.0
spa_2012_november_vetur.pdf,2012,2011,historical,Raungengi,Real exchange rate,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Raungengi,Real exchange rate,,percent,0.8
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Raungengi,Real exchange rate,,percent,1.2
spa_2012_november_vetur.pdf,2012,2011,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2012_november_vetur.pdf,2012,2011,historical,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,percent,
spa_2012_november_vetur.pdf,2012,2011,historical,Alþjóðleg verðbólga,World CPI inflation,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Alþjóðleg verðbólga,World CPI inflation,,percent,2.8
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Alþjóðleg verðbólga,World CPI inflation,,percent,1.5
spa_2012_november_vetur.pdf,2012,2011,historical,Verð útflutts áls,Export price of aluminum,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Verð útflutts áls,Export price of aluminum,,percent,13.6
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Verð útflutts áls,Export price of aluminum,,percent,0.4
spa_2012_november_vetur.pdf,2012,2011,historical,Olíuverð,Oil price,,percent,
spa_2012_november_vetur.pdf,2012,2012,prediction,Olíuverð,Oil price,,percent,31.6
spa_2012_november_vetur.pdf,2012,2014,extrapolation,Olíuverð,Oil price,,percent,1.0
spa_2013_april_vor.pdf,2013,2012,historical,Einkaneysla,Private final consumption,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Einkaneysla,Private final consumption,,percent,2.5
spa_2013_april_vor.pdf,2013,2014,extrapolation,Einkaneysla,Private final consumption,,percent,3.0
spa_2013_april_vor.pdf,2013,2015,extrapolation,Einkaneysla,Private final consumption,,percent,3.2
spa_2013_april_vor.pdf,2013,2016,extrapolation,Einkaneysla,Private final consumption,,percent,3.0
spa_2013_april_vor.pdf,2013,2017,extrapolation,Einkaneysla,Private final consumption,,percent,3.3
spa_2013_april_vor.pdf,2013,2018,extrapolation,Einkaneysla,Private final consumption,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Samneysla,Government final consumption,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Samneysla,Government final consumption,,percent,0.2
spa_2013_april_vor.pdf,2013,2014,extrapolation,Samneysla,Government final consumption,,percent,0.0
spa_2013_april_vor.pdf,2013,2015,extrapolation,Samneysla,Government final consumption,,percent,0.6
spa_2013_april_vor.pdf,2013,2016,extrapolation,Samneysla,Government final consumption,,percent,1.3
spa_2013_april_vor.pdf,2013,2017,extrapolation,Samneysla,Government final consumption,,percent,1.5
spa_2013_april_vor.pdf,2013,2018,extrapolation,Samneysla,Government final consumption,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Fjármunamyndun,Gross fixed capital formation,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Fjármunamyndun,Gross fixed capital formation,,percent,2.3
spa_2013_april_vor.pdf,2013,2014,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,16.9
spa_2013_april_vor.pdf,2013,2015,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,14.3
spa_2013_april_vor.pdf,2013,2016,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,3.6
spa_2013_april_vor.pdf,2013,2017,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,8.0
spa_2013_april_vor.pdf,2013,2018,extrapolation,Fjármunamyndun,Gross fixed capital formation,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Atvinnuvegafjárfesting,Business investment,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Fjárfesting í íbúðarhúsnæði,Housing investment,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Fjárfesting hins opinbera,Public investment,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Þjóðarútgjöld alls,National final expenditure,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Þjóðarútgjöld alls,National final expenditure,,percent,1.0
spa_2013_april_vor.pdf,2013,2014,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,4.3
spa_2013_april_vor.pdf,2013,2015,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,4.4
spa_2013_april_vor.pdf,2013,2016,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,1.3
spa_2013_april_vor.pdf,2013,2017,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,3.7
spa_2013_april_vor.pdf,2013,2018,extrapolation,Þjóðarútgjöld alls,National final expenditure,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,1.9
spa_2013_april_vor.pdf,2013,2014,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,2.3
spa_2013_april_vor.pdf,2013,2015,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,3.2
spa_2013_april_vor.pdf,2013,2016,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,3.8
spa_2013_april_vor.pdf,2013,2017,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,3.6
spa_2013_april_vor.pdf,2013,2018,extrapolation,Útflutningur vöru og þjónustu,Exports of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Innflutningur vöru og þjónustu,Import of goods and services,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Verg landsframleiðsla,Gross domestic product,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2016,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2017,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2018,extrapolation,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,2.7
spa_2013_april_vor.pdf,2013,2014,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,3.2
spa_2013_april_vor.pdf,2013,2015,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,4.0
spa_2013_april_vor.pdf,2013,2016,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,2.5
spa_2013_april_vor.pdf,2013,2017,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,2.6
spa_2013_april_vor.pdf,2013,2018,extrapolation,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP), % af VLF,percent,
spa_2013_april_vor.pdf,2013,2012,historical,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2013,prediction,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2014,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2015,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2016,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2017,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2018,extrapolation,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,level_billion_isk,
spa_2013_april_vor.pdf,2013,2012,historical,Vísitala neysluverðs,Consumer price index,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Vísitala neysluverðs,Consumer price index,,percent,4.2
spa_2013_april_vor.pdf,2013,2014,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,3.4
spa_2013_april_vor.pdf,2013,2015,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.8
spa_2013_april_vor.pdf,2013,2016,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.5
spa_2013_april_vor.pdf,2013,2017,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,2.5
spa_2013_april_vor.pdf,2013,2018,extrapolation,Vísitala neysluverðs,Consumer price index,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Gengisvísitala,Exchange rate index,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Gengisvísitala,Exchange rate index,,percent,2.2
spa_2013_april_vor.pdf,2013,2014,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.8
spa_2013_april_vor.pdf,2013,2015,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.0
spa_2013_april_vor.pdf,2013,2016,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.0
spa_2013_april_vor.pdf,2013,2017,extrapolation,Gengisvísitala,Exchange rate index,,percent,0.0
spa_2013_april_vor.pdf,2013,2018,extrapolation,Gengisvísitala,Exchange rate index,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Raungengi,Real exchange rate,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Raungengi,Real exchange rate,,percent,0.8
spa_2013_april_vor.pdf,2013,2014,extrapolation,Raungengi,Real exchange rate,,percent,0.8
spa_2013_april_vor.pdf,2013,2015,extrapolation,Raungengi,Real exchange rate,,percent,0.7
spa_2013_april_vor.pdf,2013,2016,extrapolation,Raungengi,Real exchange rate,,percent,0.3
spa_2013_april_vor.pdf,2013,2017,extrapolation,Raungengi,Real exchange rate,,percent,0.5
spa_2013_april_vor.pdf,2013,2018,extrapolation,Raungengi,Real exchange rate,,percent,
spa_2013_april_vor.pdf,2013,2012,historical,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2013_april_vor.pdf,2013,2013,prediction,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2013_april_vor.pdf,2013,2014,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
spa_2013_april_vor.pdf,2013,2015,extrapolation,Launavísitala m.v. fast verðlag,Real wage rate index,,percent,
