year,indicator_is,indicator_en,value,unit,table_id,source_pdf_file,notes
2013.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2012_juli_sumar.pdf,
2014.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2012_juli_sumar.pdf,
2011.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_juli_sumar.pdf,
2012.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_juli_sumar.pdf,
2013.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_juli_sumar.pdf,
2014.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_juli_sumar.pdf,
2014.0,Einkaneysla,Private final consumption,3.1,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Einkaneysla,Private final consumption,2.9,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Einkaneysla,Private final consumption,2.8,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Einkaneysla,Private final consumption,3.2,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Samneysla,Government final consumption,0.1,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Samneysla,Government final consumption,0.7,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Samneysla,Government final consumption,1.0,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Samneysla,Government final consumption,1.0,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Fjármunamyndun,Gross fixed capital formation,9.9,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Fjármunamyndun,Gross fixed capital formation,-1.5,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Fjármunamyndun,Gross fixed capital formation,6.0,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Fjármunamyndun,Gross fixed capital formation,8.1,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Þjóðarútgjöld alls,National final expenditure,3.6,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Þjóðarútgjöld alls,National final expenditure,1.6,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Þjóðarútgjöld alls,National final expenditure,2.9,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Þjóðarútgjöld alls,National final expenditure,3.6,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Útflutningur vöru og þjónustu,Exports of goods and services,1.8,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Útflutningur vöru og þjónustu,Exports of goods and services,3.8,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Útflutningur vöru og þjónustu,Exports of goods and services,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Útflutningur vöru og þjónustu,Exports of goods and services,2.7,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),-0.9, % af VLF,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),0.0, % af VLF,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),-1.5, % af VLF,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),-2.6, % af VLF,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Gengisvísitala,Exchange rate index,-0.3,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Gengisvísitala,Exchange rate index,-0.4,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Gengisvísitala,Exchange rate index,-0.2,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Gengisvísitala,Exchange rate index,0.2,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Raungengi,Real exchange rate,0.8,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Raungengi,Real exchange rate,0.6,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Raungengi,Real exchange rate,0.2,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Raungengi,Real exchange rate,-0.2,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af v innuafli,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af v innuafli,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af v innuafli,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af v innuafli,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2015.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2016.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2017.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_mars_vor.pdf,filled-missing
2014.0,Alþjóðleg verðbólga,World CPI inflation,2.0,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Alþjóðleg verðbólga,World CPI inflation,2.4,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Alþjóðleg verðbólga,World CPI inflation,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Alþjóðleg verðbólga,World CPI inflation,2.5,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Verð útflutts áls,Export price of aluminum,2.4,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Verð útflutts áls,Export price of aluminum,3.5,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Verð útflutts áls,Export price of aluminum,2.6,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Verð útflutts áls,Export price of aluminum,2.4,,Tafla 1,spa_2012_mars_vor.pdf,
2014.0,Olíuverð,Oil price,2.0,,Tafla 1,spa_2012_mars_vor.pdf,
2015.0,Olíuverð,Oil price,2.7,,Tafla 1,spa_2012_mars_vor.pdf,
2016.0,Olíuverð,Oil price,2.7,,Tafla 1,spa_2012_mars_vor.pdf,
2017.0,Olíuverð,Oil price,2.6,,Tafla 1,spa_2012_mars_vor.pdf,
2011.0,Einkaneysla,Private final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Einkaneysla,Private final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Einkaneysla,Private final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Samneysla,Government final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Samneysla,Government final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Samneysla,Government final consumption,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Fjármunamyndun,Gross fixed capital formation,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Fjármunamyndun,Gross fixed capital formation,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Fjármunamyndun,Gross fixed capital formation,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Þjóðarútgjöld alls,National final expenditure,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Þjóðarútgjöld alls,National final expenditure,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Þjóðarútgjöld alls,National final expenditure,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2012.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2014.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2011.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af VLF,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2012.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2014.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2011.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af vinnuafli,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af vinnuafli,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af vinnuafli,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2012.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2014.0,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2011.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2012.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2014.0,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2012_november_vetur.pdf,filled-missing
2011.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2012_november_vetur.pdf,
2011.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_november_vetur.pdf,
2012.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_november_vetur.pdf,
2014.0,Olíuverð,Oil price,,,Tafla 1,spa_2012_november_vetur.pdf,
,Einkaneysla,Private final consumption,,,Tafla 1,spa_2013_april_vor.pdf,
,Samneysla,Government final consumption,,,Tafla 1,spa_2013_april_vor.pdf,
,Fjármunamyndun,Gross fixed capital formation,,,Tafla 1,spa_2013_april_vor.pdf,
,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Þjóðarútgjöld alls,National final expenditure,,,Tafla 1,spa_2013_april_vor.pdf,
,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2013_april_vor.pdf,
,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af VLF,Tafla 1,spa_2013_april_vor.pdf,
,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2013_april_vor.pdf,
,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2013_april_vor.pdf,
,Raungengi,Real exchange rate,,,Tafla 1,spa_2013_april_vor.pdf,
,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af vinn uafli,Tafla 1,spa_2013_april_vor.pdf,
,Kaupmáttur launa,Real wage rate index,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Hagvöxtur í helstu viðskiptalöndum,GDP growth in main trading partners,,,Tafla 1,spa_2013_april_vor.pdf,filled-missing
,Alþjóðleg verðbólga,World CPI inflation,,,Tafla 1,spa_2013_april_vor.pdf,
,Verð útflutts áls,Export price of aluminum,,,Tafla 1,spa_2013_april_vor.pdf,
,Olíuverð,Oil price,,,Tafla 1,spa_2013_april_vor.pdf,
2015.0,Einkaneysla,Private final consumption,3.1,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Einkaneysla,Private final consumption,3.1,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Einkaneysla,Private final consumption,3.2,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Einkaneysla,Private final consumption,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Samneysla,Government final consumption,0.2,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Samneysla,Government final consumption,1.3,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Samneysla,Government final consumption,1.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Samneysla,Government final consumption,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Fjármunamyndun,Gross fixed capital formation,12.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Fjármunamyndun,Gross fixed capital formation,2.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Fjármunamyndun,Gross fixed capital formation,6.9,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Fjármunamyndun,Gross fixed capital formation,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Atvinnuvegafjárfesting,Business investment,13.3,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Atvinnuvegafjárfesting,Business investment,-3.9,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Atvinnuvegafjárfesting,Business investment,4.6,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Atvinnuvegafjárfesting,Business investment,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2016.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2017.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2018.0,Fjárfesting í íbúðarhúsnæði,Housing investment,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2015.0,Fjárfesting hins opinbera,Public investment,7.1,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Fjárfesting hins opinbera,Public investment,13.1,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Fjárfesting hins opinbera,Public investment,11.2,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Fjárfesting hins opinbera,Public investment,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Þjóðarútgjöld alls,National final expenditure,3.7,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Þjóðarútgjöld alls,National final expenditure,2.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Þjóðarútgjöld alls,National final expenditure,3.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Þjóðarútgjöld alls,National final expenditure,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2016.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2017.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2018.0,Útflutningur vöru og þjónustu,Exports of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2015.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2016.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2017.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2018.0,Innflutningur vöru og þjónustu,Import of goods and services,,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2015.0,Verg landsframleiðsla,Gross domestic product,2.8,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Verg landsframleiðsla,Gross domestic product,2.8,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Verg landsframleiðsla,Gross domestic product,2.9,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Verg landsframleiðsla,Gross domestic product,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Vöru- og þjónustujöfnuður (% af VLF),Goods and services balance (% of GDP),,% af VLF,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af V LF,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af V LF,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af V LF,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Viðskiptajöfnuður (% af VLF),Current account balance (% of GDP),,% af V LF,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2016.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2017.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2018.0,"VLF á verðlagi hvers árs, ma. kr.","Nominal GDP, billion ISK",,,Tafla 1,spa_2013_juni_sumar.pdf,filled-missing
2015.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Vísitala neysluverðs,Consumer price index,2.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Vísitala neysluverðs,Consumer price index,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Gengisvísitala,Exchange rate index,0.2,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Gengisvísitala,Exchange rate index,0.0,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Gengisvísitala,Exchange rate index,0.0,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Gengisvísitala,Exchange rate index,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Raungengi,Real exchange rate,0.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2016.0,Raungengi,Real exchange rate,0.6,,Tafla 1,spa_2013_juni_sumar.pdf,
2017.0,Raungengi,Real exchange rate,0.5,,Tafla 1,spa_2013_juni_sumar.pdf,
2018.0,Raungengi,Real exchange rate,,,Tafla 1,spa_2013_juni_sumar.pdf,
2015.0,Atvinnuleysi (% af vinnuafli),Unemployment rate (% of labour force),,% af vinnua fli,Tafla 1,spa_2013_juni_sumar.pdf,
